date,year,month,day,adj_close
10/23/12,2012,10,23,81.494991
10/24/12,2012,10,24,81.956036
10/25/12,2012,10,25,80.98744
10/26/12,2012,10,26,80.251361
10/31/12,2012,10,31,79.098082
11/1/12,2012,11,1,79.260179
11/2/12,2012,11,2,76.637395
11/5/12,2012,11,5,77.67641
11/6/12,2012,11,6,77.441232
11/7/12,2012,11,7,74.478128
11/8/12,2012,11,8,71.775289
11/9/12,2012,11,9,73.017928
11/12/12,2012,11,12,72.453335
11/13/12,2012,11,13,72.46268
11/14/12,2012,11,14,71.65917
11/15/12,2012,11,15,70.156258
11/16/12,2012,11,16,70.431216
11/19/12,2012,11,19,75.509877
11/20/12,2012,11,20,74.866531
11/21/12,2012,11,21,74.97198
11/23/12,2012,11,23,76.28002
11/26/12,2012,11,26,78.686544
11/27/12,2012,11,27,78.052544
11/28/12,2012,11,28,77.806954
11/29/12,2012,11,29,78.663848
11/30/12,2012,11,30,78.119278
12/3/12,2012,12,3,78.240744
12/4/12,2012,12,4,76.860623
12/5/12,2012,12,5,71.914105
12/6/12,2012,12,6,73.04195
